file_path,original_name,cleaned_name,status,source,notes
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\EYE OF MELIAN - Blackthorn Winter (Official Video) ｜ Napalm Records.mp3,EYE OF MELIAN - Blackthorn Winter (Official Video) ｜ Napalm Records.mp3,Eye of Melian - Blackthorn Winter.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\EYE OF MELIAN - Dawn of Avatars (feat. Patty Gurdy & Troy Donockley) ｜ Napalm Records.mp3,EYE OF MELIAN - Dawn of Avatars (feat. Patty Gurdy & Troy Donockley) ｜ Napalm Records.mp3,Eye of Melian - Dawn of Avatars (Feat. Patty Gurdy & Troy Donockley).mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\EYE OF MELIAN - Symphonia Arcana (Official Video) ｜ Napalm Records.mp3,EYE OF MELIAN - Symphonia Arcana (Official Video) ｜ Napalm Records.mp3,Eye of Melian - Symphonia Arcana.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\EYE OF MELIAN - Tears of the Dragon (Official Video) (Bruce Dickinson Cover) ｜ Napalm Records.mp3,EYE OF MELIAN - Tears of the Dragon (Official Video) (Bruce Dickinson Cover) ｜ Napalm Records.mp3,Eye of Melian - Tears of the Dragon.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\FEUERSCHWANZ - Das Herz eines Drachen (Official Video) ｜ Napalm Records.mp3,FEUERSCHWANZ - Das Herz eines Drachen (Official Video) ｜ Napalm Records.mp3,Feuerschwanz - Das Herz Eines Drachen.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\FEUERSCHWANZ - Name Der Rose (Official Video) ｜ Napalm Records.mp3,FEUERSCHWANZ - Name Der Rose (Official Video) ｜ Napalm Records.mp3,Feuerschwanz - Name Der Rose.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\FEUERSCHWANZ feat. Francesco Cavalieri (Wind Rose) - Wardwarf (Official Live Video) ｜ Napalm Records.mp3,FEUERSCHWANZ feat. Francesco Cavalieri (Wind Rose) - Wardwarf (Official Live Video) ｜ Napalm Records.mp3,Feuerschwanz Feat. Francesco Cavalieri - Wardwarf.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Fly Me To The Moon.mp3,Fly Me To The Moon.mp3,Fly Me - To the Moon.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Flying High Again.mp3,Flying High Again.mp3,Flying High Again.mp3,NO_CHANGE_NEEDED,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Forever Angel.mp3,Forever Angel.mp3,Forever Angel.mp3,NO_CHANGE_NEEDED,auto_cleaned,
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Frank Sinatra, Bing Crosby, Dean Martin, Nat King Cole 💿 Timeless Oldies & Nostalgic Scenes 50s 60s.mp3","Frank Sinatra, Bing Crosby, Dean Martin, Nat King Cole 💿 Timeless Oldies & Nostalgic Scenes 50s 60s.mp3","Frank Sinatra, - Bing Crosby, Dean Martin, Nat King Cole Timeless Oldies & Nostalgic Scenes 50s 60.mp3",READY,auto_cleaned,
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Frank Sinatra, Louis Armstrong, Nat King Cole🎷Golden 50s–70s Jazz Hits｜The Ultimate Timeless Classic.mp3","Frank Sinatra, Louis Armstrong, Nat King Cole🎷Golden 50s–70s Jazz Hits｜The Ultimate Timeless Classic.mp3","Frank Sinatra, Louis Armstrong, Nat King Colegolden 50s - 70s Jazz Hitsthe Ultimate Timeless Class.mp3",PATH_NOT_FOUND,auto_cleaned,
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Frank Sinatra, Nat King Cole, Louis Armstrong ｜ Timeless Classics.mp3","Frank Sinatra, Nat King Cole, Louis Armstrong ｜ Timeless Classics.mp3","Frank Sinatra, - Nat King Cole, Louis Armstrong Timeless Classics.mp3",PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Classical\Franz Liszt ~ Prelude to Transcendental Etudes.mp3,Franz Liszt ~ Prelude to Transcendental Etudes.mp3,Franz Liszt - ~ Prelude to Transcendental Etudes.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\FROZEN CROWN - I Am The Wind (Official Video) ｜ Napalm Records.mp3,FROZEN CROWN - I Am The Wind (Official Video) ｜ Napalm Records.mp3,Frozen Crown - I Am the Wind.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\FROZEN CROWN - Steel And Gold (Official Video) ｜ Napalm Records.mp3,FROZEN CROWN - Steel And Gold (Official Video) ｜ Napalm Records.mp3,Frozen Crown - Steel and Gold.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\FROZEN CROWN - War Hearts (Official Video) ｜ Napalm Records.mp3,FROZEN CROWN - War Hearts (Official Video) ｜ Napalm Records.mp3,Frozen Crown - War Hearts.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000\Fun.： We Are Young ft. Janelle Monáe.mp3,Fun.： We Are Young ft. Janelle Monáe.mp3,Fun.: We - Are Young ft. Janelle Monáe.mp3,READY,auto_cleaned,cleaned:1
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Funky 4+1 Thats The Joint.mp3,Funky 4+1 Thats The Joint.mp3,Funky 4+1 - Thats the Joint.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000\Gameova1k Ft @babymoney_ - Fall Off ｜ Dir： @2MDigital_.mp3,Gameova1k Ft @babymoney_ - Fall Off ｜ Dir： @2MDigital_.mp3,Gameova1k ft. - Fall Off Dir.mp3,PATH_NOT_FOUND,auto_cleaned,cleaned:1
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Gang Starr - Moment Of Truth ⧸ In Memory Of.mp3,Gang Starr - Moment Of Truth ⧸ In Memory Of.mp3,Gang Starr - Moment of Truth in Memory Of.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Gangsta Gangsta.mp3,Gangsta Gangsta.mp3,Gangsta Gangsta.mp3,NO_CHANGE_NEEDED,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Disco\Garys Gang-keep on dancin.mp3,Garys Gang-keep on dancin.mp3,Garys Gang-keep - On Dancin.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Country\George Strait Thats My Kind Of Woman.mp3,George Strait Thats My Kind Of Woman.mp3,George Strait - Thats My Kind of Woman.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Country\George strait-The Best day.mp3,George strait-The Best day.mp3,George Strait-the - Best Day.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ghetto Cowboy.mp3,Ghetto Cowboy.mp3,Ghetto Cowboy.mp3,NO_CHANGE_NEEDED,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ghostface Killah： winter warz.mp3,Ghostface Killah： winter warz.mp3,Ghostface Killah: - Winter Warz.mp3,READY,auto_cleaned,cleaned:1
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\GLORYHAMMER - Fly Away (Official Video) ｜ Napalm Records.mp3,GLORYHAMMER - Fly Away (Official Video) ｜ Napalm Records.mp3,Gloryhammer - Fly Away.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\GLORYHAMMER - He Has Returned (Official Video) ｜ Napalm Records.mp3,GLORYHAMMER - He Has Returned (Official Video) ｜ Napalm Records.mp3,Gloryhammer - He Has Returned.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\GLORYHAMMER - Holy Flaming Hammer Of Unholy Cosmic Frost (Official Video) ｜ Napalm Records.mp3,GLORYHAMMER - Holy Flaming Hammer Of Unholy Cosmic Frost (Official Video) ｜ Napalm Records.mp3,Gloryhammer - Holy Flaming Hammer of Unholy Cosmic Frost.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\GLORYHAMMER - Hootsforce (Official Video) ｜ Napalm Records.mp3,GLORYHAMMER - Hootsforce (Official Video) ｜ Napalm Records.mp3,Gloryhammer - Hootsforce.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\GLORYHAMMER - Keeper Of The Celestial Flame Of Abernethy (Official Video) ｜ Napalm Records.mp3,GLORYHAMMER - Keeper Of The Celestial Flame Of Abernethy (Official Video) ｜ Napalm Records.mp3,Gloryhammer - Keeper of the Celestial Flame of Abernethy.mp3,PATH_NOT_FOUND,auto_cleaned,
"C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\GLORYHAMMER - Questlords of Inverness, Ride to the Galactic Fortress! (Live Video) ｜ Napalm Records.mp3","GLORYHAMMER - Questlords of Inverness, Ride to the Galactic Fortress! (Live Video) ｜ Napalm Records.mp3","Gloryhammer - Questlords of Inverness, Ride to the Galactic Fortress!.mp3",PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Opera\Gluck： Orfeo ed Euridice ＂Che Faro Senza Euridice？＂ M. Horne.mp3,Gluck： Orfeo ed Euridice ＂Che Faro Senza Euridice？＂ M. Horne.mp3,Gluck: Orfeo - Ed Euridice M. Horne.mp3,READY,auto_cleaned,cleaned:1
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Golden Age Jazz Hits 🎶 Nat King Cole, Frank Sinatra, Louis Armstrong, Dean Martin & Ella Fitzgerald.mp3","Golden Age Jazz Hits 🎶 Nat King Cole, Frank Sinatra, Louis Armstrong, Dean Martin & Ella Fitzgerald.mp3","Golden Age - Jazz Hits Nat King Cole, Frank Sinatra, Louis Armstrong, Dean Martin & Ella Fitzgeral.mp3",READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Disco\gonzalez -Havent Stopped Dancing Yet original video 1979.mp3,gonzalez -Havent Stopped Dancing Yet original video 1979.mp3,Gonzalez - Haven't Stopped Dancing Yet.mp3,ALREADY_DONE,operator_corrected,operator_edit
C:\Users\suppo\Downloads\New Music\Top1000_Disco\Good Times - Chic - HQ⧸HD.mp3,Good Times - Chic - HQ⧸HD.mp3,Good Times - Chic - Hqhd.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Grandmaster Melle Mel ＂Beat Street Breakdown＂.mp3,Grandmaster Melle Mel ＂Beat Street Breakdown＂.mp3,Grandmaster Melle Mel.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Green Grass and High Tides.mp3,Green Grass and High Tides.mp3,Green Grass - And High Tides.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\GREG ALLMAN MIDNIGHT RIDER.mp3,GREG ALLMAN MIDNIGHT RIDER.mp3,Greg Allman - Midnight Rider.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Country\Guilty in here.mp3,Guilty in here.mp3,Guilty in Here.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000\Guru Randhawa： High Rated Gabru Official Song ｜ DirectorGifty ｜ Bhushan Kumar ｜ T-Series.mp3,Guru Randhawa： High Rated Gabru Official Song ｜ DirectorGifty ｜ Bhushan Kumar ｜ T-Series.mp3,Guru Randhawa: - High Rated Gabru Song Directorgifty Bhushan Kumar T-series.mp3,READY,auto_cleaned,cleaned:1
C:\Users\suppo\Downloads\New Music\Top1000\GuttaTV- Straight Drop.mp3,GuttaTV- Straight Drop.mp3,Guttatv - Straight Drop.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\HAMMER KING - Ashes To Ashes (Official Video) ｜ Napalm Records.mp3,HAMMER KING - Ashes To Ashes (Official Video) ｜ Napalm Records.mp3,Hammer King - Ashes to Ashes.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\HAMMER KING - Atlantis (Epilogue) (Official Video) ｜ Napalm Records.mp3,HAMMER KING - Atlantis (Epilogue) (Official Video) ｜ Napalm Records.mp3,Hammer King - Atlantis.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\HAMMER KING - Awaken The Thunder (Official Video) ｜ Napalm Records.mp3,HAMMER KING - Awaken The Thunder (Official Video) ｜ Napalm Records.mp3,Hammer King - Awaken the Thunder.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\HAMMER KING - Invisible King ｜ Napalm Records.mp3,HAMMER KING - Invisible King ｜ Napalm Records.mp3,Hammer King - Invisible King.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\HAMMER KING - Kingdemonium (Official Video) ｜ Napalm Records.mp3,HAMMER KING - Kingdemonium (Official Video) ｜ Napalm Records.mp3,Hammer King - Kingdemonium.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\HAMMER KING - König und Kaiser (feat. The Tribune) (Official Video) ｜ Napalm Records.mp3,HAMMER KING - König und Kaiser (feat. The Tribune) (Official Video) ｜ Napalm Records.mp3,Hammer King - König Und Kaiser (Feat. the Tribune).mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\HAMMER KING - Pariah Is My Name (Official Video) ｜ Napalm Records.mp3,HAMMER KING - Pariah Is My Name (Official Video) ｜ Napalm Records.mp3,Hammer King - Pariah is My Name.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\HAMMER KING - The Devil Will I Do (Official Video) ｜ Napalm Records.mp3,HAMMER KING - The Devil Will I Do (Official Video) ｜ Napalm Records.mp3,Hammer King - The Devil Will I Do.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Opera\Handel - Xerxes： Ombra Mai Fu.mp3,Handel - Xerxes： Ombra Mai Fu.mp3,Handel - Xerxes: Ombra Mai Fu.mp3,READY,auto_cleaned,cleaned:1
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Hangar 18 (2004 Remix).mp3,Hangar 18 (2004 Remix).mp3,Hangar 18.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Hank Williams Jr.-Cajun Baby.mp3,Hank Williams Jr.-Cajun Baby.mp3,Hank Williams - Jr.-cajun Baby.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000\Hard ｜ Kief Brown ｜ 432Hz.mp3,Hard ｜ Kief Brown ｜ 432Hz.mp3,Hard - Kief Brown.mp3,ALREADY_DONE,operator_corrected,operator_edit
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Harder Than You Think.mp3,Harder Than You Think.mp3,Harder Than - You Think.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Southern Rock\Heart of Texas ~ Billy Joe Shaver with Waylon Jennings.mp3,Heart of Texas ~ Billy Joe Shaver with Waylon Jennings.mp3,Heart Of - Texas ~ Billy Joe Shaver With Waylon Jennings.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Heart Of The City.mp3,Heart Of The City.mp3,Heart Of - The City.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Country\Highway 20 ride lyrics.mp3,Highway 20 ride lyrics.mp3,Highway 20 - Ride.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Classical\Händel： Harmonious Blacksmith.mp3,Händel： Harmonious Blacksmith.mp3,Händel: Harmonious Blacksmith.mp3,READY,auto_cleaned,cleaned:1
C:\Users\suppo\Downloads\New Music\Top1000_Country\I Can Still Make Cheyenne with Lyrics.mp3,I Can Still Make Cheyenne with Lyrics.mp3,I Can - Still Make Cheyenne.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\I Cant Live Without My Radio.mp3,I Cant Live Without My Radio.mp3,I Cant - Live Without My Radio.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Country\I Loved Her First Lyrics.mp3,I Loved Her First Lyrics.mp3,I Loved - Her First.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\ICE T - O.G. Original Gangster ｜ Warner Records.mp3,ICE T - O.G. Original Gangster ｜ Warner Records.mp3,Ice T - Original Gangster.mp3,PATH_NOT_FOUND,operator_corrected,operator_edit
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ice T Colors.mp3,Ice T Colors.mp3,Ice T Colors.mp3,NO_CHANGE_NEEDED,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ice-T - 6 N the Mornin.mp3,Ice-T- 6 N The Mornin.mp3,Ice-T - 6 N the Mornin.mp3,READY,operator_corrected,operator_edit; path_resolved
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Ice-T - Im Your Pusher.mp3,Ice-T- Im Your Pusher.mp3,Ice-T - Im Your Pusher.mp3,READY,operator_corrected,operator_edit; path_resolved
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Iced Earth-A Question of Heaven.mp3,Iced Earth-A Question of Heaven.mp3,Iced Earth-a - Question of Heaven.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Iced Earth-Birth Of The Wicked.mp3,Iced Earth-Birth Of The Wicked.mp3,Iced Earth-birth - Of the Wicked.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Club\IEM Oakland 2016 Aftermovie.mp3,IEM Oakland 2016 Aftermovie.mp3,Iem Oakland - 2016 Aftermovie.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\IGNEA - Nomad's Luck (Official Video) ｜ Napalm Records.mp3,IGNEA - Nomad's Luck (Official Video) ｜ Napalm Records.mp3,Ignea - Nomad's Luck.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\ILLUMISHADE - Cloudreader (Official Video) ｜ Napalm Records.mp3,ILLUMISHADE - Cloudreader (Official Video) ｜ Napalm Records.mp3,Illumishade - Cloudreader.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\ILLUMISHADE - ENEMY (Official Music Video) ｜ Napalm Records.mp3,ILLUMISHADE - ENEMY (Official Music Video) ｜ Napalm Records.mp3,Illumishade - Enemy.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\ILLUMISHADE - Riptide (Official Video) ｜ Napalm Records.mp3,ILLUMISHADE - Riptide (Official Video) ｜ Napalm Records.mp3,Illumishade - Riptide.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Country\Im Sorry-Blake Shelton.mp3,Im Sorry-Blake Shelton.mp3,Blake Shelton - Im Sorry.mp3,PATH_NOT_FOUND,operator_corrected,operator_edit
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Immigrant Song (Remaster).mp3,Immigrant Song (Remaster).mp3,Immigrant Song.mp3,READY,auto_cleaned,
"C:\Users\suppo\Downloads\New Music\Top1000_Opera\Intermezzo from Cavalleria Rusticana, Pietro Mascagni.mp3","Intermezzo from Cavalleria Rusticana, Pietro Mascagni.mp3","Intermezzo From - Cavalleria Rusticana, Pietro Mascagni.mp3",READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Introduction to Business Chapter 1.mp3,Introduction to Business Chapter 1.mp3,Introduction To - Business Chapter 1.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_HipHop\It Feels so Good.mp3,It Feels so Good.mp3,It Feels - So Good.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000\J BALVIN x BAD BUNNY - LA CANCIÓN ｜ OASIS.mp3,J BALVIN x BAD BUNNY - LA CANCIÓN ｜ OASIS.mp3,J Balvin X Bad Bunny - La Canción Oasis.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000\James Vickery - Pressure ｜ LIVE from London - Part 3 ｜ The Old Vinyl Factory.mp3,James Vickery - Pressure ｜ LIVE from London - Part 3 ｜ The Old Vinyl Factory.mp3,James Vickery - Pressure.mp3,PATH_NOT_FOUND,operator_corrected,operator_edit
"C:\Users\suppo\Downloads\New Music\Top1000_Jazz\Jazz Classics 50s 60s 70s🎶Frank Sinatra, Louis Armstrong, Nat King Cole🎷Warm vintage jazz melodies.temp.mp3","Jazz Classics 50s 60s 70s🎶Frank Sinatra, Louis Armstrong, Nat King Cole🎷Warm vintage jazz melodies.temp.mp3","Jazz Classics - 50s 60s 70sfrank Sinatra, Louis Armstrong, Nat King Colewarm Vintage Jazz Melodies.mp3",READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000\Jealous Friend x Katarina - Natural Disaster ｜ Official Lyric Video.mp3,Jealous Friend x Katarina - Natural Disaster ｜ Official Lyric Video.mp3,Jealous Friend X Katarina - Natural Disaster.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Classical\Jean Joseph MOURET 1682-1738 Rondeau.mp3,Jean Joseph MOURET 1682-1738 Rondeau.mp3,Jean Joseph - Mouret 1682-1738 Rondeau.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000\Jeep.mp3,Jeep.mp3,Jeep.mp3,NO_CHANGE_NEEDED,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Club\Jensation - Donuts ｜ House ｜ NCS - Copyright Free Music.mp3,Jensation - Donuts ｜ House ｜ NCS - Copyright Free Music.mp3,Jensation - Donuts.mp3,PATH_NOT_FOUND,operator_corrected,operator_edit
"C:\Users\suppo\Downloads\New Music\Top1000\Jesús Alonso, La Fe de Vivir, canción de superación, para fluir con la vida. #musicaconsciente #fe.mp3","Jesús Alonso, La Fe de Vivir, canción de superación, para fluir con la vida. #musicaconsciente #fe.mp3","Jesús Alonso, - La Fe De Vivir, Canción De Superación, Para Fluir Con La Vida. #musicaconsciente #fe",READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Classical\Johann Sebastian Bach-Air on G String.mp3,Johann Sebastian Bach-Air on G String.mp3,Johann Sebastian - Bach-air on G String.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Johnny Copeland on acoustic guitar： Flying High.mp3,Johnny Copeland on acoustic guitar： Flying High.mp3,Johnny Copeland - Flying High.mp3,ALREADY_DONE,operator_corrected,operator_edit
C:\Users\suppo\Downloads\New Music\Top1000\Johnny Lugautti - W.I.W.Y ｜ From The Block Performance 🎙.mp3,Johnny Lugautti - W.I.W.Y ｜ From The Block Performance 🎙.mp3,Johnny Lugautti - W.i.w.y.mp3,PATH_NOT_FOUND,operator_corrected,operator_edit
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Johnny Winter ⧸ Mean Mistreater.mp3,Johnny Winter ⧸ Mean Mistreater.mp3,Johnny Winter - Mean Mistreater.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Johnny Winter ⧸ Third Degree.mp3,Johnny Winter ⧸ Third Degree.mp3,Johnny Winter - Third Degree.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Country\Jolene Zac brown band.mp3,Jolene Zac brown band.mp3,Jolene Zac - Brown Band.mp3,READY,auto_cleaned,
"C:\Users\suppo\Downloads\New Music\Top1000_Country\Josh Turner, Silver Wings.mp3","Josh Turner, Silver Wings.mp3","Josh Turner, - Silver Wings.mp3",READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Junior Wells Hoodoman Blues.mp3,Junior Wells Hoodoman Blues.mp3,Junior Wells - Hoodoman Blues.mp3,READY,auto_cleaned,
"C:\Users\suppo\Downloads\New Music\Top1000\Kamariya - Official Music Video ｜ Jackky Bhagnani, Kritika ｜ Darshan Raval ｜ Lijo Gorge ｜ Dj Chetas.mp3","Kamariya - Official Music Video ｜ Jackky Bhagnani, Kritika ｜ Darshan Raval ｜ Lijo Gorge ｜ Dj Chetas.mp3","Kamariya - Jackky Bhagnani, Kritika Darshan Raval Lijo Gorge DJ Chetas.",PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\KAMELOT - New Babylon feat. Melissa Bonny (Official Video) ｜ Napalm Records.mp3,KAMELOT - New Babylon feat. Melissa Bonny (Official Video) ｜ Napalm Records.mp3,Kamelot - New Babylon Feat. Melissa Bonny.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\KAMELOT - One More Flag In The Ground (Official Video) ｜ Napalm Records.mp3,KAMELOT - One More Flag In The Ground (Official Video) ｜ Napalm Records.mp3,Kamelot - One More Flag in the Ground.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\KAMELOT - Opus Of The Night (Ghost Requiem) feat. Tina Guo (Official Lyric Video) ｜ Napalm Records.mp3,KAMELOT - Opus Of The Night (Ghost Requiem) feat. Tina Guo (Official Lyric Video) ｜ Napalm Records.mp3,Kamelot - Opus of the Night Feat. Tina Guo.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Symphonic_Power Metal\KAMELOT - Under Grey Skies ft. Charlotte Wessels (Official Live Video)  ｜ Napalm Records.mp3,KAMELOT - Under Grey Skies ft. Charlotte Wessels (Official Live Video)  ｜ Napalm Records.mp3,Kamelot - Under Grey Skies ft. Charlotte Wessels.mp3,PATH_NOT_FOUND,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Kashmir (Remaster).mp3,Kashmir (Remaster).mp3,Kashmir.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000\Katy Perry Last Friday Night Lyrics.mp3,Katy Perry Last Friday Night Lyrics.mp3,Katy Perry - Last Friday Night.mp3,READY,auto_cleaned,
C:\Users\suppo\Downloads\New Music\Top1000_Blues\Keb Mo ⧸ Dangerous Mood.mp3,Keb Mo ⧸ Dangerous Mood.mp3,Keb Mo - Dangerous Mood.mp3,READY,auto_cleaned,
