canonical_artist,canonical_title,source,confidence,seed_result
Warren G,Warren G - Smokin' Me Out ft. Ron Isley,clean_high_confidence,0.76,seeded
Warren G,Warren G - This D.J.,clean_high_confidence,0.76,seeded
"Dr. Dre, Eminem, Xzibit",What's The Difference,clean_high_confidence,0.8,seeded
WhodiniVEVO,Whodini - Friends (Audio),clean_high_confidence,0.72,seeded
WhodiniVEVO,Whodini - Haunted House of Rock (Audio),clean_high_confidence,0.72,seeded
Xzibit,Xzibit - Get Your Walk On,clean_high_confidence,0.76,seeded
Xzibit,Xzibit - X,clean_high_confidence,0.76,seeded
ril3ymyx105,Young Jeezy ft Fabo Geeked Up,clean_high_confidence,0.64,seeded
DVi (Delicious Vinyl + Delicious Vinyl Island),"Young MC ""Bust A Move""",clean_high_confidence,0.64,seeded
smalin,"Bach, Air (""on the G string"", string orchestra)",clean_high_confidence,0.64,seeded
civileso,"Gluck: Orfeo ed Euridice ""Che Faro Senza Euridice?"" M. Horne",clean_high_confidence,0.64,seeded
Metropolitan Opera,"La Traviata: “Libiamo, ne’ lieti calici”",clean_high_confidence,0.64,seeded
Warner Classics,"Maria Callas sings ""Casta Diva"" (Bellini: Norma, Act 1)",clean_high_confidence,0.64,seeded
Berliner Philharmoniker,Puccini: “O mio babbino caro” / Fleming · Marin · Berliner Philharmoniker,clean_high_confidence,0.64,seeded
France Musique concerts,"Rameau : Les sauvages, ""Forêts paisibles"", Les Indes galantes (Piau, Abadie)",clean_high_confidence,0.64,seeded
earthatic,Rossini: William Tell Overture: Final,clean_high_confidence,0.64,seeded
corellon01,The 3 Tenors O Sole Mio 1994,clean_high_confidence,0.64,seeded
Ben Wuster,The man with his crazy voice~~~,clean_high_confidence,0.64,seeded
Royal Ballet and Opera,Verdi’s 'Anvil Chorus' from Il trovatore (The Royal Opera),clean_high_confidence,0.64,seeded
Vojtěch Dyk &  D.Y.K.,Vojtěch Dyk - E lucevan le stelle (árie z opery Tosca – Giacomo Puccini),clean_high_confidence,0.72,seeded
Filmlover720,"""Three Little Maids From School Are We""",clean_high_confidence,0.64,seeded
38 Special,38 Special - Wild-Eyed Southern Boys,clean_high_confidence,0.76,seeded
beto90diego,BAD TO THE BONE,clean_high_confidence,0.64,seeded
Black Stone Cherry,Black Stone Cherry - Can't You See (Audio),clean_high_confidence,0.76,seeded
Bryan Adams,Bryan Adams - (Everything I Do) I Do It For You - Live 2009,clean_high_confidence,0.76,seeded
Country,Country Music Channel,clean_high_confidence,0.64,seeded
Creedence Clearwater Revival,Creedence Clearwater Revival - Lookin' Out My Back Door,clean_high_confidence,0.76,seeded
Graham Spell,David Allan Coe texas lullaby,clean_high_confidence,0.64,seeded
THOR1173,Forever Angel,clean_high_confidence,0.64,seeded
graybeard1952,Green Grass and High Tides,clean_high_confidence,0.64,seeded
MYCVO,GREG ALLMAN MIDNIGHT RIDER,clean_high_confidence,0.64,seeded
Hank Williams,Hank Williams Jr - Games People Play,clean_high_confidence,0.72,seeded
Hank Williams,Hank Williams Jr - Simple Man,clean_high_confidence,0.72,seeded
waymoreblues,Heart of Texas ~ Billy Joe Shaver with Waylon Jennings,clean_high_confidence,0.64,seeded
KingHarvestMusic,King Harvest - A Little Bit Like Magic,clean_high_confidence,0.674,seeded
lynyrd1skynyrd6,Lynyrd Skynyrd-All i can do is write about it,clean_high_confidence,0.719,seeded
waymoreblues,Midnight Rider ~ Willie Nelson,clean_high_confidence,0.64,seeded
APlace In Time,Outlaws Ghost Riders In The Sky,clean_high_confidence,0.64,seeded
Klopper,Ride on Sonny,clean_high_confidence,0.64,seeded
Rock,Rock N' Roll Channel,clean_high_confidence,0.64,seeded
Southern Rock,Southern Rock Channel,clean_high_confidence,0.64,seeded
outlander,The  Band ...   the Weight  1969 @ woodstock live,clean_high_confidence,0.64,seeded
TheByrdsVEVO,The Byrds - This Wheel's On Fire (Audio),clean_high_confidence,0.665,seeded
TheDoobieBrothers,The Doobie Brothers Listen to the Music ~With Lyrics~,clean_high_confidence,0.64,seeded
Ed Roy,The Outlaws This Old Road,clean_high_confidence,0.64,seeded
Tom Petty & The Heartbreakers,Tom Petty - Free Fallin',clean_high_confidence,0.72,seeded
coyotejack65,"Waylon Jennings ""The Devil's Right Hand""",clean_high_confidence,0.64,seeded
northernsoultrain,Wilson Pickett   Born To Be Wild,clean_high_confidence,0.64,seeded
halostar120,ZZ Top Sharp Dressed Man,clean_high_confidence,0.64,seeded
DELAIN,The Quest And The Curse | Napalm Records,clean_high_confidence,0.64,seeded
POWERWOLF,Beast Of Gévaudan | Napalm Records,clean_high_confidence,0.64,seeded
WIND ROSE,To Be a Dwarf | Napalm Records,clean_high_confidence,0.64,seeded
017,Ice Cube - it Was a Good Day,ready_normalized,0.504,seeded
026,Bone Thugs N Harmony - Crossroads,ready_normalized,0.504,seeded
030,Snoop Dogg - Gin and Juice,ready_normalized,0.504,seeded
098,Queen Latifah - U.n.i.t.y.,ready_normalized,0.504,seeded
175,2pac - I Get Around,ready_normalized,0.504,seeded
236,Bone Thugs N Harmony - Thuggish Ruggish Bone,ready_normalized,0.504,seeded
2pac,Ambitionz Az a Ridah,ready_normalized,0.504,seeded
2Pac,2Pac - I Get Around,ready_normalized,0.684,seeded
2pac,Keep Ya Head up (From Album - Strictly 4 My N.i.g.g.a.z,ready_normalized,0.504,seeded
319,Beastie Boys - Intergalactic,ready_normalized,0.504,seeded
390,Ice Cube - You Know How We Do It,ready_normalized,0.504,seeded
440,The Roots - You Got Me ft. Erykah Badu,ready_normalized,0.504,seeded
530,Black Star - Respiration ft. Common,ready_normalized,0.504,seeded
Alan Jackson,Anywhere On Earth You Are,ready_normalized,0.504,seeded
Alan Jackson,Knew All Along,ready_normalized,0.504,seeded
Albert Collins,Ice Pick,ready_normalized,0.504,seeded
2Pac,Ambitionz Az A Ridah,ready_normalized,0.72,seeded
B. B. King,The Thrill is Gone | Stages,ready_normalized,0.504,seeded
Bad Bunny,BAD BUNNY - ESTAMOS BIEN | X100PRE (Video Oficial),ready_normalized,0.684,seeded
BeastieBoys,Beastie Boys - Intergalactic,ready_normalized,0.669,seeded
Biggie Smalls,Biggie Smalls - Notorious Thugs,ready_normalized,0.684,seeded
Black Sabbath,Children of the Grave/embryo,ready_normalized,0.504,seeded
Black Sabbath,Sweet Leaf,ready_normalized,0.576,seeded
Black Sabbath,~ War Pigs,ready_normalized,0.504,seeded
BlackStarVEVO,Black Star - Respiration ft. Common,ready_normalized,0.606,seeded
Bone Thugs-N-Harmony,Bone Thugs N Harmony - Crossroads,ready_normalized,0.665,seeded
Bone Thugs-N-Harmony,Bone Thugs n Harmony - Thuggish Ruggish Bone,ready_normalized,0.665,seeded
Charlie Daniels,Charlie Daniels Band - The South's Gonna Do It (Live),ready_normalized,0.648,seeded
Delain,The Quest and the Curse Napalm Records (Alt 1),ready_normalized,0.576,seeded
Dio,The Last in Line,ready_normalized,0.504,seeded
Don Williams,~ No Use Running ~,ready_normalized,0.504,seeded
Don Williams,~ Shes With Me ~,ready_normalized,0.504,seeded
Don Williams,~~The First Fool In Line ~~,ready_normalized,0.504,seeded
Edvard Grieg,"In the Hall of the Mountain King from ""Peer Gynt""",ready_normalized,0.504,seeded
elvis presley,blue suede shoes color,ready_normalized,0.504,seeded
Elīna Garanča,Saint-saëns - Mon Coeur Souvre À Ta Voix From Samson Et Dalila,ready_normalized,0.504,seeded
Eric Church,Eric Church - Over When It's Over (Live Performance Video),ready_normalized,0.684,seeded
Franz Liszt,~ Prelude to Transcendental Etudes,ready_normalized,0.504,seeded
Gang Starr,Moment of Truth / in Memory Of,ready_normalized,0.504,seeded
George Strait,Thats My Kind Of Woman,ready_normalized,0.504,seeded
Handel,Xerxes: Ombra Mai Fu,ready_normalized,0.504,seeded
Hank Williams,Hank Williams Jr - Simple Man,ready_normalized,0.648,seeded
Heaven and Hell,Black Sabbath Lyrics,ready_normalized,0.504,seeded
Ice Cube / Cubevision,Ice Cube - It Was A Good Day,ready_normalized,0.648,seeded
Ice Cube / Cubevision,Ice Cube - You Know How We Do It,ready_normalized,0.648,seeded
Bad Bunny,J BALVIN x BAD BUNNY - LA CANCIÓN | OASIS (Video Oficial),ready_normalized,0.648,seeded
James Vickery,James Vickery - Pressure (with SG Lewis) | LIVE from London - Part 3 | The Old Vinyl Factory,ready_normalized,0.684,seeded
Jesús Alonso,"Jesús Alonso, La Fe de Vivir, canción de superación, para fluir con la vida. #musicaconsciente #fe",ready_normalized,0.684,seeded
Johnny Lugautti,W.i.w.y | From the Block Performance 🎙,ready_normalized,0.504,seeded
Josh Turner,Silver Wings,ready_normalized,0.504,seeded
Junior Wells,Hoodoman Blues,ready_normalized,0.504,seeded
Kamelot,Under Grey Skies ft. Charlotte Wessels Napalm Records,ready_normalized,0.576,seeded
Katy Perry,Last Friday Night Lyrics,ready_normalized,0.504,seeded
Kelsie Kimberlin,Kelsie Kimberlin - Road Trip | #standwithukraine,ready_normalized,0.684,seeded
Kenny Chesney,The Life,ready_normalized,0.504,seeded
Kenny Chesney,Til Its Gone,ready_normalized,0.504,seeded
Kenny Chesney,~ A Lot Of Things Different,ready_normalized,0.504,seeded
Leoncavallo,Pagliacci: Vesti La Giubba,ready_normalized,0.504,seeded
Mark Knopfler/emmylou Harris,If This is Goodbye,ready_normalized,0.504,seeded
Mehndi,Shadaa | Diljit Dosanjh & Neeru Bajwa | Shipra Goyal | 21st June | Punjabi Romantic Song,ready_normalized,0.504,seeded
Mile Ho Tum,Reprise Version | Neha Kakkar | Tony Kakkar | Fever | Gaurav Jang,ready_normalized,0.504,seeded
Mos Def: Ms Fat Booty,Black on Both Sides,ready_normalized,0.504,seeded
Mozart,"Ah! vous dirai je maman Twinkle Twinkle, Little Star KV 265",ready_normalized,0.504,seeded
muddy waters,all aboard,ready_normalized,0.504,seeded
Muddy Waters,~ My Home Is In The Delta,ready_normalized,0.504,seeded
Ozuna,Ozuna - Se Preparó (Video Oficial) | Odisea,ready_normalized,0.684,seeded
Powerwolf,Beast of Gévaudan Napalm Records (Alt 1),ready_normalized,0.576,seeded
PTM,PTM - If It Was Easy | Lyrics Video,ready_normalized,0.684,seeded
QueenLatifahVEVO,Queen Latifah - U.N.I.T.Y.,ready_normalized,0.622,seeded
RAINBOW,Kill The King   Original Studio version,ready_normalized,0.504,seeded
Savatage,Hall of the Mountain King,ready_normalized,0.576,seeded
Scorpions,The Zoo /w Lyrics,ready_normalized,0.504,seeded
Scotty Mccreery,Can I Trust You With My Heart W/lyrics,ready_normalized,0.504,seeded
Slayer,Hell Awaits,ready_normalized,0.576,seeded
Slayer,~ Angel of Death,ready_normalized,0.504,seeded
SnoopDoggTV,Snoop Dogg - Gin And Juice,ready_normalized,0.633,seeded
Tavares,heaven must be missing an angel,ready_normalized,0.504,seeded
tha Dogg Pound,Gangstaz DPG New York New York uncensored Daz Dillinger Kurupt Snoop Doggy Dogg m2v,ready_normalized,0.504,seeded
The Allman Brothers Band,Jessica Live at Capitol Theatre,ready_normalized,0.504,seeded
The Allman Brothers Band,Jessica Live at University of Florida Bandshell,ready_normalized,0.504,seeded
The D.o.c,Its Funky Enough | ＊best Quality＊,ready_normalized,0.504,seeded
The Jacksons/jackson 5,Shake Your Body Down to the Ground,ready_normalized,0.504,seeded
The Pharcyde,"""Runnin"" Version 2 from Labcabincalifornia",ready_normalized,0.504,seeded
The Roots,The Roots - You Got Me ft. Erykah Badu,ready_normalized,0.684,seeded
The Way I Feel,Live | the Digital Covid Show,ready_normalized,0.504,seeded
Toby Keith,New Album: American Ride - You Cant Read My Mind,ready_normalized,0.504,seeded
Toby Keith,Old toy trains,ready_normalized,0.504,seeded
Toby Keith,You Aint Much Fun,ready_normalized,0.504,seeded
Travesuras,Nicky Jam | Video Oficial,ready_normalized,0.504,seeded
Ufo,Doctor Doctor,ready_normalized,0.576,seeded
Van Halen,Eruption/you Really Got Me,ready_normalized,0.504,seeded
Verdi,Rigoletto: La Donna E Mobile,ready_normalized,0.504,seeded
Wind Rose,To Be a Dwarf Napalm Records (Alt 1),ready_normalized,0.576,seeded
X,Nicky Jam X J. Balvin | Video Oficial,ready_normalized,0.504,seeded
Zac Brown Band,Cold Hearted lyrics,ready_normalized,0.504,seeded
Zac Brown Band,Zac Brown Band - Keep Me In Mind | You Get What You Give,ready_normalized,0.684,seeded
Zac Brown Band,~ Free Extended Version,ready_normalized,0.504,seeded
