batch_id,original_path,original_name,proposed_name,cleaned_name,guessed_artist,guessed_title,override_applied,parse_method,confidence,collision_status,duplicate_group_id,duplicate_risk,action,target_state,notes
BATCH_20260405_110657_c66be753,C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney - Til It's Gone (Official Video).mp3,Kenny Chesney - Til It's Gone (Official Video).mp3,Kenny Chesney - Til It's Gone.mp3,Kenny Chesney - Til It's Gone.mp3,Kenny Chesney,Til It's Gone,,standard,1.0,ok,G0178,similar_title,,REVIEW_REQUIRED,
BATCH_20260405_110657_c66be753,C:\Users\suppo\Downloads\New Music\Top1000_Country\Kenny Chesney - Til Its Gone.mp3,Kenny Chesney - Til Its Gone.mp3,Kenny Chesney - Til Its Gone.mp3,Kenny Chesney - Til Its Gone.mp3,Kenny Chesney,Til Its Gone,,standard,1.0,no_change,G0178,similar_title,skip,REVIEW_REQUIRED,
BATCH_20260405_110657_c66be753,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Led Zeppelin - Rock and Roll HQ.mp3,Led Zeppelin - Rock and Roll HQ.mp3,Led Zeppelin - Rock and Roll Hq.mp3,Led Zeppelin - Rock and Roll HQ.mp3,Led Zeppelin,Rock and Roll HQ,,standard,1.0,no_change,G0108,near_duplicate,skip,REVIEW_REQUIRED,
BATCH_20260405_110657_c66be753,C:\Users\suppo\Downloads\New Music\Top1000_Hard Rock_Metal\Led Zeppelin - Rock and Roll HQ.temp.mp3,Led Zeppelin - Rock and Roll HQ.temp.mp3,Led Zeppelin - Rock and Roll Hq.temp.mp3,Led Zeppelin - Rock and Roll HQ.temp.mp3,Led Zeppelin,Rock and Roll HQ.temp,,standard,1.0,no_change,G0108,near_duplicate,skip,REVIEW_REQUIRED,
BATCH_20260405_110657_c66be753,C:\Users\suppo\Downloads\New Music\Top1000_Club\Martin Garrix - Now That I've Found You.mp3,Martin Garrix - Now That I've Found You.mp3,Martin Garrix - Now That I've Found You.mp3,Martin Garrix - Now That I've Found You.mp3,Martin Garrix,Now That I've Found You,,standard,1.0,no_change,G0182,similar_title,skip,REVIEW_REQUIRED,
BATCH_20260405_110657_c66be753,C:\Users\suppo\Downloads\New Music\Top1000_Club\Martin Garrix - Now That Ive Found You.mp3,Martin Garrix - Now That Ive Found You.mp3,Martin Garrix - Now That Ive Found You.mp3,Martin Garrix - Now That Ive Found You.mp3,Martin Garrix,Now That Ive Found You,,standard,1.0,no_change,G0182,similar_title,skip,REVIEW_REQUIRED,
BATCH_20260405_110657_c66be753,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\MC Lyte 10% Diss.mp3,MC Lyte 10% Diss.mp3,MC - Lyte 10% Diss.mp3,MC Lyte 10% Diss.mp3,MC,Lyte 10% Diss,,fallback_dictionary,0.6,fallback_parse,,none,hold,REVIEW_REQUIRED,
BATCH_20260405_110657_c66be753,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Mobb Deep - Quiet Storm ft. Lil Kim ft. Lil Kim.mp3,Mobb Deep - Quiet Storm ft. Lil Kim ft. Lil Kim.mp3,Mobb Deep - Quiet Storm ft. Lil Kim ft. Lil Kim.mp3,Mobb Deep - Quiet Storm ft. Lil Kim ft. Lil Kim.mp3,Mobb Deep,Quiet Storm ft. Lil Kim ft. Lil Kim,,standard,1.0,no_change,G0184,similar_title,skip,REVIEW_REQUIRED,
BATCH_20260405_110657_c66be753,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Mobb Deep - Quiet Storm ft. Lil' Kim (Official Video) ft. Lil' Kim.mp3,Mobb Deep - Quiet Storm ft. Lil' Kim (Official Video) ft. Lil' Kim.mp3,Mobb Deep - Quiet Storm ft. Lil' Kim ft. Lil' Kim.mp3,Mobb Deep - Quiet Storm ft. Lil' Kim ft. Lil' Kim.mp3,Mobb Deep,Quiet Storm ft. Lil' Kim ft. Lil' Kim,,standard,1.0,ok,G0184,similar_title,,REVIEW_REQUIRED,
BATCH_20260405_110657_c66be753,C:\Users\suppo\Downloads\New Music\Top1000_HipHop\Mobb Deep - Shook Ones Pt. 1.mp3,Mobb Deep - Shook Ones Pt. 1.mp3,Mobb Deep - Shook Ones Pt. 1.mp3,Mobb Deep - Shook Ones Pt. 1.mp3,Mobb Deep,Shook Ones Pt. 1,,standard,1.0,no_change,G0185,similar_title,skip,REVIEW_REQUIRED,
